"AC" "TC" "DESCR" "OS" "GN" "PE" "SV"
"2787" "H8G8F4" "2.A.49.7.2" "Chloride channel protein EriC" "Saccharomonospora azurea NA-128" "SacazDRAFT_00414" "4" "1"
"2788" "H8I779" "3.A.1.132.8" "ABC-type multidrug transport system, ATPase component" "Methanocella conradii (strain DSM 24694 / JCM 17849 / CGMCC 1.5162 / HZ254)" "Mtc_1578" "3" "1"
"2789" "H8I780" "3.A.1.132.8" "ABC-type transport system involved in multi-copper enzyme maturation, permease component" "Methanocella conradii (strain DSM 24694 / JCM 17849 / CGMCC 1.5162 / HZ254)" "Mtc_1579" "4" "1"
"2790" "H8I7G4" "3.A.1.147.9" "Putative permease (DUF2074)" "Methanocella conradii (strain DSM 24694 / JCM 17849 / CGMCC 1.5162 / HZ254)" "Mtc_2092" "4" "1"
"2791" "H8I7G5" "3.A.1.147.9" "ABC-type multidrug transport system, ATPase component" "Methanocella conradii (strain DSM 24694 / JCM 17849 / CGMCC 1.5162 / HZ254)" "Mtc_2093" "4" "1"
"2792" "H8JS16" "1.B.10.3.2" "Uncharacterized protein" "Vibrio cholerae IEC224" "O3Y_07095" "4" "1"
"2793" "H8KQ49" "1.B.6.6.3" "Uncharacterized protein" "Solitalea canadensis (strain ATCC 29591 / DSM 3403 / NBRC 15130 / NCIMB 12057 / USAM 9D)" "Solca_1111" "4" "1"
"2794" "H8KSM2" "9.B.142.2.6" "PMT family glycosyltransferase, 4-amino-4-deoxy-L-arabinose transferase" "Solitalea canadensis (strain ATCC 29591 / DSM 3403 / NBRC 15130 / NCIMB 12057 / USAM 9D)" "Solca_3569" "4" "1"
"2795" "H8L0W6" "2.A.123.4.2" "Putative membrane protein" "Frateuria aurantia (strain ATCC 33424 / DSM 6220 / NBRC 3245 / NCIMB 13370)" "Fraau_1893" "4" "1"
"2796" "H8MSG0" "9.B.155.2.12" "Uncharacterized protein" "Corallococcus coralloides (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2)" "COCOR_03843" "4" "1"
"2797" "H8W9K8" "2.A.46.1.8" "Uncharacterized protein" "Marinobacter hydrocarbonoclasticus ATCC 49840" "MARHY1201" "4" "1"
"2798" "H8XH42" "9.B.139.1.4" "Killing factor sdpC Toxic peptide sdpC" "Bacillus amyloliquefaciens subsp. plantarum YAU B9601-Y2" "spbC" "4" "1"
"2799" "H8XK38" "1.E.23.1.3" "Spore morphogenesis and germination protein ywcE" "Bacillus amyloliquefaciens subsp. plantarum YAU B9601-Y2" "ywcE" "4" "1"
"2800" "H8XVA7" "1.B.16.2.1" "Phosphate-selective porin O and P" "Flavobacterium indicum (strain DSM 17447 / CIP 109464 / GPTSA100-9)" "KQS_05560" "4" "1"
"2801" "H8YUQ0" "1.C.1.1.5" "Colicin FY" "Yersinia frederiksenii" "cfyA" "4" "1"
"2802" "H9BPB6" "2.A.1.1.86" "GLUT1" "Sparus aurata" "SLC2A1" "2" "1"
"2803" "H9C4Q0" "1.A.25.1.10" "INX2" "Hirudo verbana" "" "2" "1"
"2804" "H9C4Q4" "1.A.25.1.9" "INX6" "Hirudo verbana" "" "2" "1"
"2805" "H9CZN9" "3.A.3.2.33" "Plasma membrane calcium ATPase" "Callinectes sapidus" "" "2" "1"
"2806" "H9EJA1" "1.A.89.1.2" "Non-structural protein 3" "Human coronavirus NL63" "NS3" "4" "1"
"2807" "H9IWC0" "8.A.52.1.2" "Uncharacterized protein" "Bombyx mori" "" "4" "1"
"2808" "H9U9S7" "9.B.67.3.6" "Uncharacterized protein" "Fervidobacterium pennivorans (strain DSM 9078 / Ven5)" "Ferpe_0108" "4" "1"
"2809" "h9ub92" "1.A.77.3.16" "Uncharacterized protein" "Fervidobacterium pennivorans (strain DSM 9078 / Ven5)" "Ferpe_0656" "4" "1"
"2810" "H9UFG5" "9.B.50.1.6" "Outer membrane protease" "Spirochaeta africana (strain ATCC 700263 / DSM 8902 / Z-7692)" "Spiaf_0149" "4" "1"
"2811" "H9UFX4" "1.B.11.6.3" "P pilus assembly protein, porin PapC" "Spirochaeta africana (strain ATCC 700263 / DSM 8902 / Z-7692)" "Spiaf_0309" "4" "1"
"2812" "H9UGZ3" "1.B.56.1.3" "Uncharacterized protein" "Spirochaeta africana (strain ATCC 700263 / DSM 8902 / Z-7692)" "Spiaf_0686" "4" "1"
"2813" "H9UJI5" "9.B.184.1.4" "Uncharacterized protein" "Spirochaeta africana (strain ATCC 700263 / DSM 8902 / Z-7692)" "Spiaf_1620" "4" "1"
"2814" "H9UM45" "3.A.1.139.3" "ABC-type multidrug transport system, ATPase component" "Spirochaeta africana (strain ATCC 700263 / DSM 8902 / Z-7692)" "Spiaf_2558" "3" "1"
"2815" "H9UM46" "3.A.1.139.3" "ABC-type uncharacterized transport system, permease component" "Spirochaeta africana (strain ATCC 700263 / DSM 8902 / Z-7692)" "Spiaf_2559" "4" "1"
"2816" "H9ZUP4" "2.A.52.2.3" "High-affinity nickel permease" "Thermus thermophilus JL-18" "TtJL18_2219" "4" "1"
"2817" "H9ZZJ9" "2.A.124.1.6" "Uncharacterized protein" "Fervidicoccus fontis (strain DSM 19380 / VKM B-2539 / Kam940)" "FFONT_0164" "4" "1"
"2818" "I0A8J9" "1.B.75.1.1" "DUF481 OM protein" "Salmonella enterica subsp. enterica serovar Heidelberg str. B182" "SU5_01946" "4" "1"
"2819" "I0AGB1" "1.B.14.15.6" "Uncharacterized protein" "Ignavibacterium album (strain DSM 19864 / JCM 16511 / NBRC 101810 / Mat9-16)" "IALB_0306" "4" "1"
"2820" "I0AIM1" "2.A.119.3.2" "Putative selenocysteine protein" "Ignavibacterium album (strain DSM 19864 / JCM 16511 / NBRC 101810 / Mat9-16)" "IALB_1117" "4" "1"
"2821" "I0ALB8" "1.B.9.4.6" "Uncharacterized protein" "Ignavibacterium album (strain DSM 19864 / JCM 16511 / NBRC 101810 / Mat9-16)" "IALB_2070" "4" "1"
"2822" "I0ANG2" "1.B.67.1.5" "Uncharacterized protein" "Ignavibacterium album (strain DSM 19864 / JCM 16511 / NBRC 101810 / Mat9-16)" "IALB_2816" "4" "1"
"2823" "I0C487" "3.A.1.5.33" "NikC" "Staphylococcus aureus subsp. aureus 71193" "ST398NM01_1381" "3" "1"
"2824" "I0C488" "3.A.1.5.33" "NikB" "Staphylococcus aureus subsp. aureus 71193" "ST398NM01_1382" "3" "1"
"2825" "I0C7E7" "3.A.1.5.33" "NikE" "Staphylococcus aureus subsp. aureus 71193" "ST398NM01_2513" "3" "1"
"2826" "I0C7E8" "3.A.1.5.33" "NikD" "Staphylococcus aureus subsp. aureus 71193" "ST398NM01_2514" "3" "1"
"2827" "I0CCA4" "1.C.85.3.3" "Avian beta-defensin 5beta" "Columba livia" "" "4" "1"
"2828" "I0DHH7" "3.A.1.201.16" "ATP-binding cassette transporter subfamily B member 4a" "Strongylocentrotus purpuratus" "ABCB4a" "2" "1"
"2829" "I0DHI9" "3.A.1.204.15" "ATP-binding cassette transporter subfamily G member 2a" "Strongylocentrotus purpuratus" "ABCG2a" "2" "1"
"2830" "I0DYZ2" "1.E.5.1.2" "Phage holin" "Providencia stuartii (strain MRSN 2154)" "S70_18795" "4" "1"
"2831" "I0EQ77" "1.B.27.1.9" "Outer membrane protein HopK" "Helicobacter cetorum (strain ATCC BAA-540 / MIT 99-5656)" "HCD_00320" "4" "1"
"2832" "I0FEC7" "1.E.17.2.1" "Holin, BlyA family-containing protein" "Borrelia crocidurae (strain Achema)" "Q7M_1125" "4" "1"
"2833" "I0G170" "1.B.4.2.5" "Putative outer-membrane protein" "Bradyrhizobium sp. S23321" "S23_12890" "4" "1"
"2834" "I0I171" "9.B.144.1.2" "Uncharacterized protein" "Caldilinea aerophila (strain DSM 14535 / JCM 11387 / NBRC 104270 / STL-6-O1)" "CLDAP_09690" "4" "1"
"2835" "I0I313" "9.B.62.4.1" "Uncharacterized protein" "Caldilinea aerophila (strain DSM 14535 / JCM 11387 / NBRC 104270 / STL-6-O1)" "CLDAP_16110" "4" "1"
"2836" "I0I4L7" "1.E.40.5.1" "Uncharacterized protein" "Caldilinea aerophila (strain DSM 14535 / JCM 11387 / NBRC 104270 / STL-6-O1)" "CLDAP_21650" "4" "1"
"2837" "I0IHM7" "9.B.155.3.2" "Uncharacterized protein" "Phycisphaera mikurensis (strain NBRC 102666 / KCTC 22515 / FYK2301M01)" "PSMK_26060" "4" "1"
"2838" "I0II84" "2.A.1.78.3" "Putative major facilitator superfamily protein" "Phycisphaera mikurensis (strain NBRC 102666 / KCTC 22515 / FYK2301M01)" "PSMK_28130" "4" "1"
"2839" "I0IS63" "2.A.52.2.1" "Putative high-affinity nickeltransporter" "Leptospirillum ferrooxidans (strain C2-3)" "LFE_2441" "4" "1"
"2840" "I0IYT1" "2.A.2.7.1" "Bm-re protein" "Bombyx mori" "Bm-re" "2" "1"
"2841" "I0JPG6" "1.E.23.2.1" "Uncharacterized protein" "Halobacillus halophilus (strain ATCC 35676 / DSM 2266 / JCM 20832 / NBRC 102448/ NCIMB 2269)" "HBHAL_3690" "4" "1"
"2842" "I0JS30" "2.A.107.1.3" "Uncharacterized protein" "Halobacillus halophilus (strain ATCC 35676 / DSM 2266 / JCM 20832 / NBRC 102448/ NCIMB 2269)" "HBHAL_4613" "4" "1"
"2843" "I0KFP2" "1.C.13.1.3" "Cytotoxin Leucocidin" "Fibrella aestuarina BUZ 2" "ctx" "4" "1"
"2844" "I0KTJ0" "2.A.6.2.43" "Acriflavin resistance plasma membrane protein" "Stenotrophomonas maltophilia D457" "smeJ" "4" "1"
"2845" "I0KTJ1" "2.A.6.2.43" "Acriflavin resistance plasma membrane protein" "Stenotrophomonas maltophilia D457" "smeK" "4" "1"
"2846" "I0YI00" "1.B.29.1.2" "Uncharacterized protein" "Coccomyxa subellipsoidea C-169" "" "4" "1"
"2847" "I0YPQ7" "1.B.28.1.4" "Uncharacterized protein" "Coccomyxa subellipsoidea C-169" "COCSUDRAFT_67335" "4" "1"
"2848" "I0Z719" "2.A.112.2.3" "Uncharacterized protein" "Coccomyxa subellipsoidea C-169" "COCSUDRAFT_58976" "4" "1"
"2849" "I1CTU6" "9.B.12.2.2" "Plasma membrane proteolipid 3" "Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880)" "RO3G_16587" "4" "1"
"2850" "I1DTK3" "9.B.127.2.1" "Uncharacterized protein" "Rheinheimera nanhaiensis E407-8" "RNAN_0344" "4" "1"
"2851" "I1DXN7" "1.B.3.1.6" "Uncharacterized protein" "Rheinheimera nanhaiensis E407-8" "RNAN_1803" "4" "1"
"2852" "I1HMH4" "2.A.109.1.6" "Uncharacterized protein" "Brachypodium distachyon" "BRADI2G37780" "4" "1"
"2853" "I1L089" "9.B.27.5.3" "Uncharacterized protein" "Glycine max" "" "4" "1"
"2854" "I1L1Q2" "9.B.134.2.1" "Uncharacterized protein" "Glycine max" "Gma.8305" "4" "1"
"2855" "I1L4Q8" "3.A.19.2.1" "Uncharacterized protein" "Glycine max" "Gma.10730" "4" "1"
"2856" "I1RTB7" "8.A.41.1.4" "Uncharacterized protein" "Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084)" "FG07418.1" "4" "1"
"2857" "I1TLF5" "1.E.19.1.16" "Holin" "Bacillus phage PBC1" "PBC1_021" "4" "1"
"2858" "I1WBQ5" "9.B.142.5.1" "Glycosyl transferase family protein" "Bifidobacterium animalis subsp. animalis (strain ATCC 25527 / DSM 20104 / JCM 1190 / R101-8)" "BANAN_07440" "4" "1"
"2859" "I1YS91" "9.B.155.2.4" "Uncharacterized protein" "Prevotella intermedia (strain 17)" "PIN17_A0776" "4" "1"
"2860" "I1ZAT0" "1.A.53.1.3" "Genome polyprotein (Fragment)" "Hepacivirus AK-2012" "" "4" "1"
"2861" "I2K324" "1.A.88.1.8" "Yjr054w-like protein" "Dekkera bruxellensis AWRI1499" "AWRI1499_0425" "4" "1"
"2862" "I3AVH2" "9.B.126.1.2" "Virulence factor BrkB" "Bifidobacterium longum subsp. longum 35B" "HMPREF1314_1090" "4" "1"
"2863" "I3BVY2" "1.B.6.1.18" "Outer membrane protein" "Thiothrix nivea DSM 5205" "Thini_2999" "4" "1"
"2864" "I3CIB8" "2.A.66.11.2" "Membrane protein involved in the export of O-antigen and teichoic acid" "Beggiatoa alba B18LD" "BegalDRAFT_2518" "4" "1"
"2865" "I3DIB8" "1.B.65.1.10" "Uncharacterized protein" "Pasteurella bettyae CCUG 2042" "HMPREF1052_0114" "4" "1"
"2866" "I3IL38" "1.B.9.4.8" "Uncharacterized protein" "planctomycete KSU-1" "KSU1_C0837" "4" "1"
"2867" "I3IPM6" "1.B.3.1.11" "Uncharacterized protein" "planctomycete KSU-1" "KSU1_D0362" "4" "1"
"2868" "I3IWU8" "9.B.130.1.2" "Uncharacterized protein" "Oreochromis niloticus" "LOC100700952" "4" "1"
"2869" "I3JWG5" "9.B.41.1.2" "Uncharacterized protein" "Oreochromis niloticus" "LOC100695523" "4" "1"
"2870" "I3PH10" "1.E.5.1.3" "Holin" "Xanthomonas phage vB_XveM_DIBBI" "DIBBI_077" "4" "1"
"2871" "I3R8F6" "2.A.113.1.12" "High-affinity nickel-transporter protein" "Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4)" "HFX_2845" "4" "1"
"2872" "I3TL52" "1.A.77.2.15" "F0F1-ATPase subunit" "Tistrella mobilis (strain KA081020-065)" "TMO_1651" "4" "1"
"2873" "I3TSC5" "9.B.62.2.6" "Uncharacterized protein" "Tistrella mobilis (strain KA081020-065)" "TMO_a0260" "4" "1"
"2874" "I3VAS1" "1.C.112.1.3" "Toxin TX1" "Aurelia aurita" "TX1" "2" "1"
"2875" "I3VPY1" "1.A.81.3.1" "Factor-induced protein 1" "Gibberella zeae" "FIG1" "4" "1"
"2876" "I3VS99" "9.B.97.1.5" "Acyltransferase 3" "Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485)" "Tsac_0364" "4" "1"
"2877" "I3VY12" "1.E.26.6.3" "Uncharacterized protein" "Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485)" "Tsac_2409" "4" "1"
"2878" "I3WI33" "9.B.143.4.2" "Conserved hypothetical membrane protein" "Bifidobacterium bifidum BGN4" "BBB_0954" "4" "1"
"2879" "I3XAB3" "2.A.109.1.5" "Putative TerC family transmembrane efflux protein" "Sinorhizobium fredii USDA 257" "USDA257_c42800" "4" "1"
"2880" "I3YCX9" "9.B.155.1.4" "Uncharacterized protein" "Thiocystis violascens (strain ATCC 17096 / DSM 198 / 6111)" "Thivi_2956" "4" "1"
"2881" "I3YP34" "1.B.44.2.9" "Uncharacterized protein" "Alistipes finegoldii (strain DSM 17242 / JCM 16770 / AHN 2437 / CCUG 46020 / CIP 107999)" "Alfi_2482" "4" "1"
"2882" "I3YT95" "1.B.14.6.14" "Uncharacterized protein" "Aequorivita sublithincola (strain DSM 14238 / LMG 21431 / ACAM 643 / 9-3)" "Aeqsu_0705" "4" "1"
"2883" "I3Z165" "1.B.44.2.6" "Uncharacterized protein" "Belliella baltica (strain DSM 15883 / CIP 108006 / LMG 21964 / BA134)" "Belba_0320" "4" "1"
"2884" "I3Z377" "1.E.34.4.3" "Uncharacterized protein" "Belliella baltica (strain DSM 15883 / CIP 108006 / LMG 21964 / BA134)" "Belba_1056" "4" "1"
"2885" "I3ZGF0" "1.B.16.2.5" "Uncharacterized protein" "Terriglobus roseus (strain DSM 18391 / NRRL B-41598 / KBS 63)" "Terro_2035" "4" "1"
"2886" "I3ZIU8" "9.B.176.1.4" "Putative membrane protein (DUF2254)" "Terriglobus roseus (strain DSM 18391 / NRRL B-41598 / KBS 63)" "Terro_2931" "4" "1"
"2887" "I4B0V2" "1.B.6.5.3" "Uncharacterized protein" "Turneriella parva (strain ATCC BAA-1111 / DSM 21527 / NCTC 11395 / H)" "Turpa_0249" "4" "1"
"2888" "I4B356" "1.B.13.2.2" "Uncharacterized protein" "Turneriella parva (strain ATCC BAA-1111 / DSM 21527 / NCTC 11395 / H)" "Turpa_1064" "4" "1"
"2889" "I4B3W2" "1.B.74.1.3" "Uncharacterized protein" "Turneriella parva (strain ATCC BAA-1111 / DSM 21527 / NCTC 11395 / H)" "Turpa_1321" "4" "1"
"2890" "I4B7H4" "1.B.13.2.1" "Uncharacterized protein" "Turneriella parva (strain ATCC BAA-1111 / DSM 21527 / NCTC 11395 / H)" "Turpa_2591" "4" "1"
"2891" "I4B8W6" "1.B.48.3.2" "PEGA domain protein" "Turneriella parva (strain ATCC BAA-1111 / DSM 21527 / NCTC 11395 / H)" "Turpa_3084" "4" "1"
"2892" "I4B9X0" "9.B.102.1.13" "Uncharacterized protein" "Turneriella parva (strain ATCC BAA-1111 / DSM 21527 / NCTC 11395 / H)" "Turpa_3440" "4" "1"
"2893" "I4BJ34" "9.B.148.1.2" "Uncharacterized protein" "Mycobacterium chubuense (strain NBB4)" "Mycch_2518" "4" "1"
"2894" "I4CVM2" "2.A.55.3.5" "Branched chain amino acids transporter" "Pseudomonas stutzeri CCUG 29243" "A458_14500" "4" "1"
"2895" "I4DZ88" "9.B.28.1.12" "Uncharacterized protein" "Streptococcus intermedius (strain JTH08)" "SCIM_0574" "4" "1"
"2896" "I4EL39" "1.E.26.1.12" "Uncharacterized protein" "Nitrolancea hollandica Lb" "NITHO_4920012" "4" "1"
"2897" "I4ETP9" "9.B.117.3.2" "Uncharacterized protein" "Modestobacter marinus (strain BC501)" "MODMU_1312" "4" "1"
"2898" "I4WGD5" "1.B.6.2.15" "Uncharacterized protein" "Rhodanobacter thiooxydans LCS2" "UUA_11643" "4" "1"
"2899" "I4YEL0" "9.A.55.2.2" "Uncharacterized protein" "Wallemia sebi (strain ATCC MYA-4683 / CBS 633.66)" "WALSEDRAFT_60050" "4" "1"
"2900" "I5BGK7" "9.B.165.1.3" "Uncharacterized protein" "Sphingobium indicum B90A" "SIDU_04052" "4" "1"
"2901" "I6APF4" "1.B.62.1.6" "Uncharacterized protein" "Opitutaceae bacterium TAV1" "OpiT1DRAFT_01322" "4" "1"
"2902" "I6B4D3" "1.B.6.3.1" "Uncharacterized protein" "Opitutaceae bacterium TAV1" "OpiT1DRAFT_00705" "4" "1"
"2903" "I6L8P4" "2.A.66.1.33" "MATE efflux family protein DinF" "Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)" "dinF" "4" "1"
"2904" "I6P4V0" "1.E.2.2.1" "Phage holin3 superfamily protein" "Helicobacter phage 1961P" "" "4" "1"
"2905" "I6PJK1" "2.A.114.1.7" "Carbon starvation protein A" "Bifidobacterium animalis subsp. lactis B420" "W7Y_1028" "4" "1"
"2906" "I6R7G7" "1.C.52.1.25" "Viridimin-1" "Amolops viridimaculatus" "" "2" "1"
"2907" "I6T8M5" "1.E.14.1.15" "Putative murein hydrolase regulator LrgA" "Streptococcus mutans GS-5" "SMUGS5_07685" "4" "1"
"2908" "I6TP65" "1.E.14.1.10" "LrgA family protein" "Streptococcus mutans GS-5" "" "4" "1"
"2909" "I6TRN5" "2.A.122.1.4" "Putative murein hydrolase export regulator LrgB" "Streptococcus mutans GS-5" "SMUGS5_07680" "4" "1"
"2910" "I6TXB9" "3.A.3.2.30" "Plasma membrane Ca-ATPase" "Fasciola hepatica" "" "2" "1"
"2911" "I6VBE8" "1.C.3.2.5" "CctA" "Clostridium chauvoei" "cctA" "4" "1"
"2912" "I6WWT9" "1.E.53.1.5" "HokE protein" "Klebsiella oxytoca E718" "A225_1585" "4" "1"
"2913" "I6XGG0" "1.E.50.1.1" "Holin" "Burkholderia phage BcepMigl" "BcepMigl_gp72" "4" "1"
"2914" "I6YB99" "1.C.109.1.4" "Hemolysin TlyA family protein" "Mycobacterium tuberculosis H37Rv" "RVBD_1694" "4" "1"
"2915" "I6YUR6" "1.B.67.1.4" "Uncharacterized protein" "Melioribacter roseus (strain P3M)" "MROS_1073" "4" "1"
"2916" "I6ZP97" "9.B.14.2.5" "ABC-type cytochrome c biogenesis transport system permease component C" "Melioribacter roseus (strain JCM 17771 / P3M-2)" "MROS_0626" "4" "1"
"2917" "I6ZUE8" "9.B.156.3.1" "Nucleoside recognition domain-containing protein" "Melioribacter roseus (strain P3M)" "MROS_2404" "4" "1"
"2918" "I7A424" "1.B.14.15.5" "Uncharacterized protein" "Melioribacter roseus (strain P3M)" "MROS_1414" "4" "1"
"2919" "I7A7M8" "1.B.67.1.1" "Uncharacterized protein" "Melioribacter roseus (strain P3M)" "MROS_2641" "4" "1"
"2920" "I7FMZ7" "9.B.62.3.6" "Copper resistance D" "Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)" "MSMEI_6269" "4" "1"
"2921" "I7GXS9" "1.B.59.1.8" "Uncharacterized protein" "Corynebacterium ulcerans 0102" "CULC0102_2029" "4" "1"
"2922" "I7H2G5" "1.E.18.1.4" "Putative membrane protein" "Corynebacterium ulcerans 0102" "" "4" "1"
"2923" "I7IHE1" "1.A.14.1.3" "Chromosome III, complete sequence" "Babesia microti strain RI" "BBM_III07290" "4" "1"
"2924" "I7KBV6" "4.D.3.1.2" "Cellulose synthase (UDP-forming)" "Methanoculleus bourgensis (strain ATCC 43281 / DSM 3045 / OCM 15 / MS2)" "BN140_0743" "4" "1"
"2925" "I7KH20" "1.E.12.2.2" "Uncharacterized protein" "Lactobacillus hominis CRBIP 24.179" "" "4" "1"
"2926" "I7KIZ4" "9.B.102.6.2" "Uncharacterized protein" "Turicella otitidis ATCC 51513" "BN46_0511" "4" "1"
"2927" "I7LVJ0" "2.A.1.19.45" "MFS transporter" "Tetrahymena thermophila (strain SB210)" "TTHERM_00285570" "4" "1"
"2928" "I7LWG7" "3.A.1.203.10" "ABC transporter N-terminus family protein" "Tetrahymena thermophila (strain SB210)" "TTHERM_00564120" "3" "1"
"2929" "I7LWL7" "9.A.45.1.6" "OST3/OST6 family protein" "Tetrahymena thermophila (strain SB210)" "TTHERM_00558050" "4" "1"
"2930" "I7LXH0" "3.A.1.201.20" "ABC transporter family protein" "Tetrahymena thermophila (strain SB210)" "TTHERM_00240450" "3" "1"
"2931" "I7LZV1" "3.A.2.1.4" "ATP synthase subunit beta" "Tetrahymena thermophila (strain SB210)" "TTHERM_00585260" "3" "1"
"2932" "I7M0N6" "1.A.77.1.11" "Uncharacterized protein" "Tetrahymena thermophila (strain SB210)" "TTHERM_00561290" "4" "1"
"2933" "I7M0U0" "2.A.19.9.2" "Probable Mg2+-specific channel-like exchanger, putative" "Tetrahymena thermophila (strain SB210)" "TTHERM_00145400" "4" "1"
"2934" "I7M3U3" "9.B.26.2.1" "Uncharacterized protein" "Tetrahymena thermophila (strain SB210)" "TTHERM_00300250" "4" "1"
"2935" "I7MFJ4" "9.B.181.1.7" "Reactive oxygen species modulator 1" "Tetrahymena thermophila (strain SB210)" "TTHERM_00760530" "4" "1"
"2936" "I7MG83" "2.A.112.3.1" "Uncharacterized protein" "Tetrahymena thermophila (strain SB210)" "TTHERM_00318770" "4" "1"
"2937" "I7MI73" "3.A.3.10.15" "E1-E2 ATPase family protein" "Tetrahymena thermophila (strain SB210)" "TTHERM_00145530" "3" "1"
"2938" "I7MJ28" "3.A.1.203.10" "ABC transporter N-terminus family protein" "Tetrahymena thermophila (strain SB210)" "TTHERM_00836750" "4" "1"
"2939" "I7MMI0" "3.A.1.210.10" "ABC transporter family protein" "Tetrahymena thermophila (strain SB210)" "TTHERM_00684430" "3" "1"
"2940" "I7MMI7" "3.A.2.1.4" "ATP synthase F1, delta subunit family protein" "Tetrahymena thermophila (strain SB210)" "TTHERM_00684790" "3" "1"
"2941" "I7MT28" "1.A.62.2.2" "Uncharacterized protein" "Yersinia pestis PY-02" "YPPY02_3851" "4" "1"
"2942" "I8CU19" "1.B.58.1.4" "Uncharacterized protein" "Mycobacterium abscessus 5S-0304" "MA5S0304_0303" "4" "1"
"2943" "I8GTD0" "1.E.55.2.5" "Uncharacterized protein" "Mycobacterium abscessus subsp. bolletii 1S-152-0914" "MM1S1520914_0421" "4" "1"
"2944" "I8HVR5" "1.E.13.1.3" "Phage holin" "Lactococcus garvieae IPLA 31405" "" "4" "1"
"2945" "I8STK0" "1.B.26.2.1" "Putative exported protein" "Yersinia pestis PY-113" "YPPY113_0868" "4" "1"
"2946" "I9U3B8" "1.E.43.1.10" "Uncharacterized protein" "Bacteroides vulgatus CL09T03C04" "HMPREF1058_02776" "4" "1"
"2947" "I9WSV7" "8.A.48.1.7" "Uncharacterized protein" "Methylobacterium sp. GXF4" "WYO_3763" "4" "1"
"2948" "J0DPD5" "1.A.36.2.2" "Uncharacterized protein" "Loa loa" "LOAG_17284" "4" "1"
"2949" "J0IKF5" "1.B.27.1.3" "Outer membrane protein HorG" "Helicobacter pylori CPY6271" "horG" "4" "1"
"2950" "J0MMU8" "9.B.1.1.4" "Ste24 endopeptidase" "Helicobacter pylori Hp A-16" "ste24" "3" "1"
"2951" "J0QKP1" "1.B.27.1.4" "HomA" "Helicobacter pylori Hp P-16" "homA" "4" "1"
"2952" "J0XUX4" "1.B.9.4.4" "Outer membrane protein transport protein (OMPP1/FadL/TodX)" "Saprospira grandis DSM 2844" "SapgrDRAFT_1036" "4" "1"
"2953" "J1UM46" "1.E.26.1.3" "Phage holin, LL-H family" "Streptococcus pneumoniae GA62331" "" "4" "1"
"2954" "J2DEW0" "1.B.4.2.3" "Outer membrane autotransporter barrel domain-containing protein" "Rhizobium sp. AP16" "PMI03_04363" "4" "1"
"2955" "J2EAZ8" "1.E.3.1.2" "Holin family 2" "Escherichia coli STEC_O31" "" "4" "1"
"2956" "J2F862" "1.B.62.1.5" "Uncharacterized protein" "Pseudomonas fluorescens Q2-87" "" "4" "1"
"2957" "J2IMD3" "5.A.1.2.6" "Cytochrome c biogenesis protein" "Burkholderia sp. BT03" "PMI06_04969" "4" "1"
"2958" "J2MRK2" "9.B.29.3.1" "Uncharacterized protein" "Pseudomonas fluorescens Q2-87" "PflQ2_2774" "4" "1"
"2959" "J3HNC8" "9.B.2.6.5" "Uncharacterized protein" "Phyllobacterium sp. YR531" "PMI41_03571" "4" "1"
"2960" "J3JHP8" "9.B.145.1.3" "Uncharacterized protein" "Halogranum salarium B-1" "HSB1_02250" "4" "1"
"2961" "J3K5G0" "1.C.97.5.1" "Uncharacterized protein" "Coccidioides immitis (strain RS)" "CIMG_08065" "4" "1"
"2962" "J4CDD8" "1.B.8.5.1" "Uncharacterized protein" "Theileria orientalis strain Shintoku" "TOT_030000228" "4" "1"
"2963" "J4K5X9" "1.B.13.3.5" "PF13372 domain protein" "Leptospira interrogans str. FPW2026" "LEP1GSC080_0501" "4" "1"
"2964" "J4W8X3" "9.B.143.3.1" "PF06912 family protein" "Eubacteriaceae bacterium OBRC8" "" "4" "1"
"2965" "J4WT43" "9.B.108.1.1" "Putative membrane protein" "SAR86 cluster bacterium SAR86A" "NT01SARS_0461" "4" "1"
"2966" "J5PL79" "1.A.17.5.8" "RSN1-like protein" "Saccharomyces kudriavzevii (strain ATCC MYA-4449 / AS 2.2408 / CBS 8840 / NBRC 1802 / NCYC 2889)" "YMR266W" "4" "1"
"2967" "J5PR66" "1.B.72.2.2" "Uncharacterized protein" "Rhodovulum sp. PH10" "A33M_1885" "4" "1"
"2968" "J5RDQ7" "1.A.88.1.7" "Vacuole protein" "Trichosporon asahii var. asahii (strain ATCC 90039 / CBS 2479 / JCM 2466 / KCTC 7840 / NCYC 2677 / UAMH 7654)" "A1Q1_06703" "4" "1"
